"Fondsposition per,""19.Juli2024"""
 
Emittententicker,Name,Sektor,Anlageklasse,Marktwert,Gewichtung (%),Nominalwert,Nominale,Kurs,Standort,Börse,Marktwährung
"6862,""HAIDILAO INTERNATIONAL HOLDING LTD"",""Zyklische Konsumgüter "",""Aktien"",""6.845.134,36"",""0,03"",""6.845.134,36"",""4.069.000,00"",""1,68"",""China"",""Hong Kong Exchanges And Clearing Ltd"",""HKD"""
"3044,""TRIPOD TECHNOLOGY CORP"",""IT"",""Aktien"",""6.844.109,60"",""0,03"",""6.844.109,60"",""1.074.000,00"",""6,37"",""Taiwan"",""Taiwan Stock Exchange"",""TWD"""
"034220,""LG DISPLAY LTD"",""IT"",""Aktien"",""6.837.407,99"",""0,03"",""6.837.407,99"",""752.549,00"",""9,09"",""Korea"",""Korea Exchange (Stock Market)"",""KRW"""
"2371,""TATUNG"",""Industrie"",""Aktien"",""6.833.855,46"",""0,03"",""6.833.855,46"",""4.195.000,00"",""1,63"",""Taiwan"",""Taiwan Stock Exchange"",""TWD"""
"KLBN11,""KLABIN UNITS SA"",""Materialien"",""Aktien"",""6.830.599,16"",""0,03"",""6.830.599,16"",""1.762.682,00"",""3,88"",""Brasilien"",""XBSP"",""BRL"""
"3653,""JENTECH PRECISION INDUSTRIAL LTD"",""IT"",""Aktien"",""6.825.435,76"",""0,03"",""6.825.435,76"",""195.893,00"",""34,84"",""Taiwan"",""Taiwan Stock Exchange"",""TWD"""
"005385,""HYUNDAI MOTOR S1 PREF"",""Zyklische Konsumgüter "",""Aktien"",""6.795.899,63"",""0,03"",""6.795.899,63"",""56.672,00"",""119,92"",""Korea"",""Korea Exchange (Stock Market)"",""KRW"""
"3888,""KINGSOFT CORP LTD"",""Kommunikation"",""Aktien"",""6.794.530,72"",""0,03"",""6.794.530,72"",""2.396.000,00"",""2,84"",""China"",""Hong Kong Exchanges And Clearing Ltd"",""HKD"""
"MBK,""MBANK SA"",""Financials"",""Aktien"",""6.782.776,68"",""0,03"",""6.782.776,68"",""41.649,00"",""162,86"",""Polen"",""Warsaw Stock Exchange/Equities/Main Market"",""PLN"""
"ADNOCDIST,""ABU DHABI NATIONAL OIL COMPANY FOR"",""Zyklische Konsumgüter "",""Aktien"",""6.776.505,38"",""0,03"",""6.776.505,38"",""6.972.018,00"",""0,97"",""Ver. Arabische Emirate"",""Abu Dhabi Securities Exchange"",""AED"""
"EXX,""EXXARO RESOURCES LTD"",""Energie"",""Aktien"",""6.775.908,50"",""0,03"",""6.775.908,50"",""647.132,00"",""10,47"",""Südafrika"",""Johannesburg Stock Exchange"",""ZAR"""
"HLBANK,""HONG LEONG BANK"",""Financials"",""Aktien"",""6.754.508,19"",""0,03"",""6.754.508,19"",""1.664.656,00"",""4,06"",""Malaysia"",""Bursa Malaysia"",""MYR"""
"1402,""FAR EASTERN NEW CENTURY CORP"",""Industrie"",""Aktien"",""6.726.765,18"",""0,03"",""6.726.765,18"",""6.659.294,00"",""1,01"",""Taiwan"",""Taiwan Stock Exchange"",""TWD"""
"2310,""SAHARA INTERNATIONAL PETROCHEMICAL"",""Materialien"",""Aktien"",""6.704.403,05"",""0,03"",""6.704.403,05"",""858.278,00"",""7,81"",""Saudi-Arabien"",""Saudi Stock Exchange"",""SAR"""
"047810,""KOREA AEROSPACE INDUSTRIES LTD"",""Industrie"",""Aktien"",""6.702.355,35"",""0,03"",""6.702.355,35"",""189.304,00"",""35,41"",""Korea"",""Korea Exchange (Stock Market)"",""KRW"""
"003490,""KOREAN AIR LINES LTD"",""Industrie"",""Aktien"",""6.688.906,80"",""0,03"",""6.688.906,80"",""430.449,00"",""15,54"",""Korea"",""Korea Exchange (Stock Market)"",""KRW"""
"6030,""CITIC SECURITIES COMPANY LTD H"",""Financials"",""Aktien"",""6.674.967,35"",""0,03"",""6.674.967,35"",""4.502.375,00"",""1,48"",""China"",""Hong Kong Exchanges And Clearing Ltd"",""HKD"""
"CDR,""CD PROJEKT SA"",""Kommunikation"",""Aktien"",""6.657.536,20"",""0,03"",""6.657.536,20"",""166.375,00"",""40,02"",""Polen"",""Warsaw Stock Exchange/Equities/Main Market"",""PLN"""
"329180,""HD HYUNDAI HEAVY INDUSTRIES LTD"",""Industrie"",""Aktien"",""6.648.652,80"",""0,03"",""6.648.652,80"",""56.119,00"",""118,47"",""Korea"",""Korea Exchange (Stock Market)"",""KRW"""
"601328,""BANK OF COMMUNICATIONS LTD A"",""Financials"",""Aktien"",""6.634.707,42"",""0,03"",""6.634.707,42"",""6.477.689,00"",""1,02"",""China"",""Shanghai Stock Exchange"",""CNY"""
"UGPA3,""ULTRAPAR PARTICIPOES SA"",""Energie"",""Aktien"",""6.614.014,62"",""0,03"",""6.614.014,62"",""1.581.097,00"",""4,18"",""Brasilien"",""XBSP"",""BRL"""
"BAAKOMB,""KOMERCNI BANK"",""Financials"",""Aktien"",""6.585.611,84"",""0,03"",""6.585.611,84"",""188.492,00"",""34,94"",""Tschechien"",""Prague Stock Exchange"",""CZK"""
"PPC,""PUBLIC POWER CORPORATION SA"",""Versorger"",""Aktien"",""6.583.505,72"",""0,03"",""6.583.505,72"",""523.870,00"",""12,57"",""Griechenland"",""Athens Exchange S.A. Cash Market"",""EUR"""
"ALR,""ALIOR BANK SA"",""Financials"",""Aktien"",""6.580.278,46"",""0,03"",""6.580.278,46"",""266.900,00"",""24,65"",""Polen"",""Warsaw Stock Exchange/Equities/Main Market"",""PLN"""
"CPIN,""CHAROEN POKPHAND INDONESIA"",""Nichtzyklische Konsumgüter"",""Aktien"",""6.575.241,66"",""0,03"",""6.575.241,66"",""19.443.500,00"",""0,34"",""Indonesien"",""Indonesia Stock Exchange"",""IDR"""
"GLENMARK,""GLENMARK PHARMACEUTICALS LTD"",""Gesundheitsversorgung"",""Aktien"",""6.574.682,45"",""0,03"",""6.574.682,45"",""389.295,00"",""16,89"",""Indien"",""National Stock Exchange Of India"",""INR"""
"601138,""FOXCONN INDUSTRIAL INTERNET LTD A"",""IT"",""Aktien"",""6.555.047,77"",""0,03"",""6.555.047,77"",""1.936.065,00"",""3,39"",""China"",""Shanghai Stock Exchange"",""CNY"""
"CDB,""CELCOMDIGI"",""Kommunikation"",""Aktien"",""6.525.563,52"",""0,03"",""6.525.563,52"",""8.244.900,00"",""0,79"",""Malaysia"",""Bursa Malaysia"",""MYR"""
"IHH,""IHH HEALTHCARE"",""Gesundheitsversorgung"",""Aktien"",""6.489.212,16"",""0,03"",""6.489.212,16"",""4.805.400,00"",""1,35"",""Malaysia"",""Bursa Malaysia"",""MYR"""
"384,""CHINA GAS HOLDINGS LTD"",""Versorger"",""Aktien"",""6.487.257,55"",""0,03"",""6.487.257,55"",""7.077.000,00"",""0,92"",""China"",""Hong Kong Exchanges And Clearing Ltd"",""HKD"""
"RIGD,""RELIANCE INDUSTRIES GDR REPRESENTI 144A"",""Energie"",""Aktien"",""6.482.851,20"",""0,03"",""6.482.851,20"",""88.928,00"",""72,90"",""Indien"",""London Stock Exchange"",""USD"""
"BLUESTARCO,""BLUE STAR LTD"",""Industrie"",""Aktien"",""6.452.284,56"",""0,03"",""6.452.284,56"",""329.145,00"",""19,60"",""Indien"",""National Stock Exchange Of India"",""INR"""
"2018,""AAC TECHNOLOGIES HOLDINGS INC"",""IT"",""Aktien"",""6.445.172,77"",""0,03"",""6.445.172,77"",""1.634.500,00"",""3,94"",""China"",""Hong Kong Exchanges And Clearing Ltd"",""HKD"""
"1102,""ASIA CEMENT CORP"",""Materialien"",""Aktien"",""6.444.914,35"",""0,03"",""6.444.914,35"",""5.149.400,00"",""1,25"",""Taiwan"",""Taiwan Stock Exchange"",""TWD"""
"YTLPOWR,""YTL POWER INTERNATIONAL"",""Versorger"",""Aktien"",""6.426.726,40"",""0,03"",""6.426.726,40"",""6.276.100,00"",""1,02"",""Malaysia"",""Bursa Malaysia"",""MYR"""
"2618,""EVA AIRWAYS CORP"",""Industrie"",""Aktien"",""6.412.528,77"",""0,03"",""6.412.528,77"",""6.262.935,00"",""1,02"",""Taiwan"",""Taiwan Stock Exchange"",""TWD"""
"8299,""PHISON ELECTRONICS CORP"",""IT"",""Aktien"",""6.390.513,01"",""0,03"",""6.390.513,01"",""363.000,00"",""17,60"",""Taiwan"",""Gretai Securities Market"",""TWD"""
"CENCOSUD,""CENCOSUD SA"",""Nichtzyklische Konsumgüter"",""Aktien"",""6.376.462,31"",""0,03"",""6.376.462,31"",""3.474.599,00"",""1,84"",""Chile"",""Santiago Stock Exchange"",""CLP"""
"EREGL.E,""EREGLI DEMIR VE CELIK FABRIKALARI"",""Materialien"",""Aktien"",""6.371.998,53"",""0,03"",""6.371.998,53"",""3.660.190,00"",""1,74"",""Türkei"",""Istanbul Stock Exchange"",""TRY"""
"1766,""CRRC CORP LTD H"",""Industrie"",""Aktien"",""6.355.267,64"",""0,03"",""6.355.267,64"",""9.988.000,00"",""0,64"",""China"",""Hong Kong Exchanges And Clearing Ltd"",""HKD"""
"PE&OLES*,""INDUST PENOLES"",""Materialien"",""Aktien"",""6.350.167,14"",""0,03"",""6.350.167,14"",""440.141,00"",""14,43"",""Mexiko"",""Bolsa Mexicana De Valores"",""MXN"""
"OMAB,""GRUPO AEROPORTUARIO DEL CENTRO NOR"",""Industrie"",""Aktien"",""6.335.676,49"",""0,03"",""6.335.676,49"",""711.354,00"",""8,91"",""Mexiko"",""Bolsa Mexicana De Valores"",""MXN"""
"VESTA*,""CORPORACION INMOBILIARIA VESTA"",""Immobilien"",""Aktien"",""6.333.533,69"",""0,03"",""6.333.533,69"",""2.055.530,00"",""3,08"",""Mexiko"",""Bolsa Mexicana De Valores"",""MXN"""
"323410,""KAKAOBANK CORP"",""Financials"",""Aktien"",""6.317.891,69"",""0,03"",""6.317.891,69"",""409.423,00"",""15,43"",""Korea"",""Korea Exchange (Stock Market)"",""KRW"""
"YTL,""YTL CORPORATION"",""Versorger"",""Aktien"",""6.316.532,91"",""0,03"",""6.316.532,91"",""8.270.600,00"",""0,76"",""Malaysia"",""Bursa Malaysia"",""MYR"""
"352820,""HYBE LTD"",""Kommunikation"",""Aktien"",""6.314.463,15"",""0,03"",""6.314.463,15"",""47.983,00"",""131,60"",""Korea"",""Korea Exchange (Stock Market)"",""KRW"""
"GMRINFRA,""GMR AIRPORTS INFRASTRUCTURE LTD"",""Industrie"",""Aktien"",""6.301.948,11"",""0,03"",""6.301.948,11"",""5.734.574,00"",""1,10"",""Indien"",""National Stock Exchange Of India"",""INR"""
"AC,""AYALA CORP"",""Industrie"",""Aktien"",""6.279.627,56"",""0,03"",""6.279.627,56"",""613.710,00"",""10,23"",""Philippinen"",""Philippine Stock Exchange Inc."",""PHP"""
"1513,""CHUNG-HSIN ELECTRIC & MACHINERY MF"",""Industrie"",""Aktien"",""6.281.033,67"",""0,03"",""6.281.033,67"",""932.000,00"",""6,74"",""Taiwan"",""Taiwan Stock Exchange"",""TWD"""
"TFG,""THE FOSCHINI GROUP LTD"",""Zyklische Konsumgüter "",""Aktien"",""6.259.808,44"",""0,03"",""6.259.808,44"",""857.933,00"",""7,30"",""Südafrika"",""Johannesburg Stock Exchange"",""ZAR"""
"FALABELLA,""FALABELLA SACI SA"",""Zyklische Konsumgüter "",""Aktien"",""6.256.147,71"",""0,03"",""6.256.147,71"",""1.929.961,00"",""3,24"",""Chile"",""Santiago Stock Exchange"",""CLP"""
"1988,""CHINA MINSHENG BANKING CORP LTD H"",""Financials"",""Aktien"",""6.247.039,65"",""0,03"",""6.247.039,65"",""17.552.159,00"",""0,36"",""China"",""Hong Kong Exchanges And Clearing Ltd"",""HKD"""
"LTOD,""LARSEN AND TOUBRO SPONSORED GDR RE"",""Industrie"",""Aktien"",""6.233.457,60"",""0,03"",""6.233.457,60"",""144.293,00"",""43,20"",""Indien"",""London Stock Exchange"",""USD"""
"960,""LONGFOR GROUP HOLDINGS LTD"",""Immobilien"",""Aktien"",""6.226.091,74"",""0,03"",""6.226.091,74"",""4.553.500,00"",""1,37"",""China"",""Hong Kong Exchanges And Clearing Ltd"",""HKD"""
"DEEPAKNTR,""DEEPAK NITRITE LTD"",""Materialien"",""Aktien"",""6.186.293,84"",""0,03"",""6.186.293,84"",""185.323,00"",""33,38"",""Indien"",""National Stock Exchange Of India"",""INR"""
"GOTO,""GOTO GOJEK TOKOPEDIA"",""Zyklische Konsumgüter "",""Aktien"",""6.182.676,03"",""0,03"",""6.182.676,03"",""2.001.950.500,00"",""0,00"",""Indonesien"",""Indonesia Stock Exchange"",""IDR"""
"NPH,""NORTHAM PLATINUM HLDGS LTD"",""Materialien"",""Aktien"",""6.181.313,26"",""0,03"",""6.181.313,26"",""886.027,00"",""6,98"",""Südafrika"",""Johannesburg Stock Exchange"",""ZAR"""
"MISC,""MISC"",""Industrie"",""Aktien"",""6.173.931,73"",""0,03"",""6.173.931,73"",""3.345.700,00"",""1,85"",""Malaysia"",""Bursa Malaysia"",""MYR"""
"021240,""COWAY LTD"",""Zyklische Konsumgüter "",""Aktien"",""6.171.841,29"",""0,03"",""6.171.841,29"",""135.215,00"",""45,64"",""Korea"",""Korea Exchange (Stock Market)"",""KRW"""
"TRUE.R,""TRUE CORPORATION NON-VOTING DR PCL"",""Kommunikation"",""Aktien"",""6.162.237,34"",""0,03"",""6.162.237,34"",""24.300.649,00"",""0,25"",""Thailand"",""Stock Exchange Of Thailand"",""THB"""
"AIAENG,""AIA ENGINEERING LTD"",""Industrie"",""Aktien"",""6.157.590,78"",""0,03"",""6.157.590,78"",""120.570,00"",""51,07"",""Indien"",""National Stock Exchange Of India"",""INR"""
"005070,""COSMOAM&T LTD"",""IT"",""Aktien"",""6.156.790,38"",""0,03"",""6.156.790,38"",""61.031,00"",""100,88"",""Korea"",""Korea Exchange (Stock Market)"",""KRW"""
"2542,""HIGHWEALTH CONSTRUCTION CORP"",""Immobilien"",""Aktien"",""6.156.479,17"",""0,03"",""6.156.479,17"",""3.157.222,00"",""1,95"",""Taiwan"",""Taiwan Stock Exchange"",""TWD"""
"MINT.R,""MINOR INTERNATIONAL PUBLIC NON-VOT"",""Zyklische Konsumgüter "",""Aktien"",""6.155.751,61"",""0,03"",""6.155.751,61"",""7.322.317,00"",""0,84"",""Thailand"",""Stock Exchange Of Thailand"",""THB"""
"4210,""SAUDI RESEARCH AND MEDIA GROUP"",""Kommunikation"",""Aktien"",""6.153.643,77"",""0,03"",""6.153.643,77"",""86.904,00"",""70,81"",""Saudi-Arabien"",""Saudi Stock Exchange"",""SAR"""
"267250,""HD HYUNDAI LTD"",""Energie"",""Aktien"",""6.149.981,47"",""0,03"",""6.149.981,47"",""107.551,00"",""57,18"",""Korea"",""Korea Exchange (Stock Market)"",""KRW"""
"532483,""CANARA BANK LTD"",""Financials"",""Aktien"",""6.146.142,48"",""0,03"",""6.146.142,48"",""4.554.891,00"",""1,35"",""Indien"",""Bse Ltd"",""INR"""
"MULTIPLY,""MULTIPLY GROUP"",""Industrie"",""Aktien"",""6.145.178,36"",""0,03"",""6.145.178,36"",""9.523.730,00"",""0,65"",""Ver. Arabische Emirate"",""Abu Dhabi Securities Exchange"",""AED"""
"JSWENERGY,""JSW ENERGY LTD"",""Versorger"",""Aktien"",""6.133.342,00"",""0,03"",""6.133.342,00"",""727.845,00"",""8,43"",""Indien"",""National Stock Exchange Of India"",""INR"""
"010120,""LS ELECTRIC LTD"",""Industrie"",""Aktien"",""6.104.038,07"",""0,03"",""6.104.038,07"",""37.960,00"",""160,80"",""Korea"",""Korea Exchange (Stock Market)"",""KRW"""
"FIBRAPL14,""PROLOGIS PROPERTY MEXICO REIT SA"",""Immobilien"",""Aktien"",""6.089.081,98"",""0,03"",""6.089.081,98"",""1.793.881,00"",""3,39"",""Mexiko"",""Bolsa Mexicana De Valores"",""MXN"""
"BCI,""BANCO DE CREDITO E INVERSION"",""Financials"",""Aktien"",""6.075.747,10"",""0,03"",""6.075.747,10"",""203.965,00"",""29,79"",""Chile"",""Santiago Stock Exchange"",""CLP"""
"2105,""CHENG SHIN RUBBER INDUSTRY LTD"",""Zyklische Konsumgüter "",""Aktien"",""6.070.421,93"",""0,03"",""6.070.421,93"",""4.253.000,00"",""1,43"",""Taiwan"",""Taiwan Stock Exchange"",""TWD"""
"011790,""SKC LTD"",""Materialien"",""Aktien"",""6.068.626,33"",""0,03"",""6.068.626,33"",""54.122,00"",""112,13"",""Korea"",""Korea Exchange (Stock Market)"",""KRW"""
"BOSCHLTD,""BOSCH LTD"",""Zyklische Konsumgüter "",""Aktien"",""6.065.485,22"",""0,03"",""6.065.485,22"",""14.893,00"",""407,27"",""Indien"",""National Stock Exchange Of India"",""INR"""
"THERMAX,""THERMAX"",""Industrie"",""Aktien"",""6.061.675,77"",""0,03"",""6.061.675,77"",""101.991,00"",""59,43"",""Indien"",""National Stock Exchange Of India"",""INR"""
"2290,""YANBU NATIONAL PETROCHEMICALS"",""Materialien"",""Aktien"",""6.049.046,87"",""0,03"",""6.049.046,87"",""562.314,00"",""10,76"",""Saudi-Arabien"",""Saudi Stock Exchange"",""SAR"""
"AUBANK,""AU SMALL FINANCE BANK LTD"",""Financials"",""Aktien"",""6.044.148,11"",""0,03"",""6.044.148,11"",""798.025,00"",""7,57"",""Indien"",""National Stock Exchange Of India"",""INR"""
"BBAJIOO,""BANCO DEL BAJIO INSTITUCION DE BAN"",""Financials"",""Aktien"",""6.032.051,21"",""0,03"",""6.032.051,21"",""1.887.914,00"",""3,20"",""Mexiko"",""Bolsa Mexicana De Valores"",""MXN"""
"1229,""LIEN HWA INDUSTRIAL HOLDINGS CORP"",""Nichtzyklische Konsumgüter"",""Aktien"",""6.020.002,08"",""0,03"",""6.020.002,08"",""2.793.836,00"",""2,15"",""Taiwan"",""Taiwan Stock Exchange"",""TWD"""
"002475,""LUXSHARE PRECISION INDUSTRY LTD A"",""IT"",""Aktien"",""6.011.009,17"",""0,03"",""6.011.009,17"",""1.090.433,00"",""5,51"",""China"",""Shenzhen Stock Exchange"",""CNY"""
"QIIK,""QATAR INTERNATIONAL ISLAMIC BANK"",""Financials"",""Aktien"",""6.009.777,92"",""0,03"",""6.009.777,92"",""2.101.979,00"",""2,86"",""Qatar"",""Qatar Exchange"",""QAR"""
"TOTS3,""TOTVS SA"",""IT"",""Aktien"",""6.006.047,16"",""0,03"",""6.006.047,16"",""1.188.110,00"",""5,06"",""Brasilien"",""XBSP"",""BRL"""
"CPF.R,""CHAROEN POKPHAND FOODS NON-VOTING"",""Nichtzyklische Konsumgüter"",""Aktien"",""5.989.624,59"",""0,03"",""5.989.624,59"",""9.092.200,00"",""0,66"",""Thailand"",""Stock Exchange Of Thailand"",""THB"""
"INARI,""INARI AMERTRON"",""IT"",""Aktien"",""5.988.505,60"",""0,03"",""5.988.505,60"",""7.291.200,00"",""0,82"",""Malaysia"",""Bursa Malaysia"",""MYR"""
"ASELS.E,""ASELSAN ELEKTRONIK SANAYI VE TICAR"",""Industrie"",""Aktien"",""5.986.356,42"",""0,03"",""5.986.356,42"",""3.141.198,00"",""1,91"",""Türkei"",""Istanbul Stock Exchange"",""TRY"""
"8230,""AL RAJHI COMPANY FOR COOPERATIVE I"",""Financials"",""Aktien"",""5.934.483,99"",""0,03"",""5.934.483,99"",""105.496,00"",""56,25"",""Saudi-Arabien"",""Saudi Stock Exchange"",""SAR"""
"968,""XINYI SOLAR HOLDINGS LTD"",""IT"",""Aktien"",""5.931.634,00"",""0,03"",""5.931.634,00"",""12.522.000,00"",""0,47"",""China"",""Hong Kong Exchanges And Clearing Ltd"",""HKD"""
"BRIGADE,""BRIGADE ENTERPRISES LTD"",""Immobilien"",""Aktien"",""5.905.591,96"",""0,03"",""5.905.591,96"",""389.052,00"",""15,18"",""Indien"",""National Stock Exchange Of India"",""INR"""
"BZFUT,""CASH COLLATERAL USD BZFUT"",""Cash und/oder Derivate"",""Cash Collateral and Margins"",""5.900.110,00"",""0,03"",""5.900.110,00"",""5.900.110,00"",""100,00"",""Vereinigte Staaten"",""-"",""USD"""
"9945,""RUENTEX DEVELOPMENT LTD"",""Immobilien"",""Aktien"",""5.893.294,28"",""0,03"",""5.893.294,28"",""4.012.898,00"",""1,47"",""Taiwan"",""Taiwan Stock Exchange"",""TWD"""
"322,""TINGYI (CAYMAN ISLANDS) HOLDINGS C"",""Nichtzyklische Konsumgüter"",""Aktien"",""5.889.538,98"",""0,03"",""5.889.538,98"",""4.868.000,00"",""1,21"",""China"",""Hong Kong Exchanges And Clearing Ltd"",""HKD"""
"COCHINSHIP,""COCHIN SHIPYARD LTD"",""Industrie"",""Aktien"",""5.866.512,26"",""0,03"",""5.866.512,26"",""192.988,00"",""30,40"",""Indien"",""National Stock Exchange Of India"",""INR"""
"601225,""SHAANXI COAL INDUSTRY LTD A"",""Energie"",""Aktien"",""5.863.993,00"",""0,03"",""5.863.993,00"",""1.681.500,00"",""3,49"",""China"",""Shanghai Stock Exchange"",""CNY"""
"TORNTPOWER,""TORRENT POWER LTD"",""Versorger"",""Aktien"",""5.862.234,39"",""0,03"",""5.862.234,39"",""321.290,00"",""18,25"",""Indien"",""National Stock Exchange Of India"",""INR"""
"024110,""INDUSTRIAL BANK OF KOREA"",""Financials"",""Aktien"",""5.860.623,02"",""0,03"",""5.860.623,02"",""582.200,00"",""10,07"",""Korea"",""Korea Exchange (Stock Market)"",""KRW"""
"KRU,""KRUK SA"",""Financials"",""Aktien"",""5.821.283,84"",""0,03"",""5.821.283,84"",""50.446,00"",""115,40"",""Polen"",""Warsaw Stock Exchange/Equities/Main Market"",""PLN"""
"LTM,""LATAM AIRLINES GROUP SA"",""Industrie"",""Aktien"",""5.800.726,35"",""0,03"",""5.800.726,35"",""416.540.011,00"",""0,01"",""Chile"",""Santiago Stock Exchange"",""CLP"""
"079550,""LIG NEX1 LTD"",""Industrie"",""Aktien"",""5.798.159,79"",""0,03"",""5.798.159,79"",""34.659,00"",""167,29"",""Korea"",""Korea Exchange (Stock Market)"",""KRW"""
"1818,""ZHAOJIN MINING INDUSTRY LTD H"",""Materialien"",""Aktien"",""5.770.336,32"",""0,03"",""5.770.336,32"",""3.029.000,00"",""1,91"",""China"",""Hong Kong Exchanges And Clearing Ltd"",""HKD"""
"2380,""CHINA POWER INTERNATIONAL DEVELOPM"",""Versorger"",""Aktien"",""5.769.700,03"",""0,03"",""5.769.700,03"",""12.347.000,00"",""0,47"",""China"",""Hong Kong Exchanges And Clearing Ltd"",""HKD"""
"SCB.R,""SCB X PUBLIC COMPANY LIMITED NON-V"",""Financials"",""Aktien"",""5.742.807,33"",""0,03"",""5.742.807,33"",""2.052.700,00"",""2,80"",""Thailand"",""Stock Exchange Of Thailand"",""THB"""
"2313,""COMPEQ MANUFACTURING LTD"",""IT"",""Aktien"",""5.737.854,73"",""0,03"",""5.737.854,73"",""2.335.000,00"",""2,46"",""Taiwan"",""Taiwan Stock Exchange"",""TWD"""
"601816,""BEIJING-SHANGHAI HIGH SPEED RAILWA"",""Industrie"",""Aktien"",""5.710.222,47"",""0,03"",""5.710.222,47"",""7.271.000,00"",""0,79"",""China"",""Shanghai Stock Exchange"",""CNY"""
"2344,""WINBOND ELECTRONICS CORP"",""IT"",""Aktien"",""5.709.076,48"",""0,03"",""5.709.076,48"",""7.655.427,00"",""0,75"",""Taiwan"",""Taiwan Stock Exchange"",""TWD"""
"IJM,""IJM CORPORATION"",""Industrie"",""Aktien"",""5.706.199,89"",""0,03"",""5.706.199,89"",""7.348.300,00"",""0,78"",""Malaysia"",""Bursa Malaysia"",""MYR"""
"241,""ALIBABA HEALTH INFORMATION TECH LT"",""Nichtzyklische Konsumgüter"",""Aktien"",""5.697.653,28"",""0,03"",""5.697.653,28"",""13.486.000,00"",""0,42"",""China"",""Hong Kong Exchanges And Clearing Ltd"",""HKD"""
"BCOLOMBIA,""BANCOLOMBIA SA"",""Financials"",""Aktien"",""5.696.328,61"",""0,03"",""5.696.328,61"",""643.879,00"",""8,85"",""Kolumbien"",""Bolsa De Valores De Colombia"",""COP"""
"IREDA,""INDIAN RENEWABLE ENERGY DEVELOPMEN"",""Financials"",""Aktien"",""5.687.705,53"",""0,03"",""5.687.705,53"",""1.748.797,00"",""3,25"",""Indien"",""National Stock Exchange Of India"",""INR"""
"3035,""FARADAY TECHNOLOGY CORP"",""IT"",""Aktien"",""5.678.470,90"",""0,03"",""5.678.470,90"",""550.492,00"",""10,32"",""Taiwan"",""Taiwan Stock Exchange"",""TWD"""
"902,""HUANENG POWER INTERNATIONAL INC H"",""Versorger"",""Aktien"",""5.668.240,54"",""0,03"",""5.668.240,54"",""9.054.000,00"",""0,63"",""China"",""Hong Kong Exchanges And Clearing Ltd"",""HKD"""
"QAR,""QAR CASH"",""Cash und/oder Derivate"",""Geldmarkt"",""5.659.752,09"",""0,03"",""5.659.752,09"",""20.607.157,00"",""27,46"",""Qatar"",""-"",""QAR"""
"066970,""L&F LTD"",""Industrie"",""Aktien"",""5.654.009,23"",""0,03"",""5.654.009,23"",""62.230,00"",""90,86"",""Korea"",""Korea Exchange (Stock Market)"",""KRW"""
"FROTO.E,""FORD OTOMOTIV SANAYI A"",""Zyklische Konsumgüter "",""Aktien"",""5.628.874,14"",""0,03"",""5.628.874,14"",""177.386,00"",""31,73"",""Türkei"",""Istanbul Stock Exchange"",""TRY"""
"COROMANDEL,""COROMANDEL INTERNATIONAL LTD"",""Materialien"",""Aktien"",""5.618.782,84"",""0,03"",""5.618.782,84"",""294.648,00"",""19,07"",""Indien"",""National Stock Exchange Of India"",""INR"""
"ASAI3,""SENDAS DISTRIBUIDORA SA"",""Nichtzyklische Konsumgüter"",""Aktien"",""5.609.506,18"",""0,03"",""5.609.506,18"",""2.954.198,00"",""1,90"",""Brasilien"",""XBSP"",""BRL"""
"3023,""SINBON ELECTRONICS LTD"",""IT"",""Aktien"",""5.601.290,71"",""0,03"",""5.601.290,71"",""555.351,00"",""10,09"",""Taiwan"",""Taiwan Stock Exchange"",""TWD"""
"INL,""INVESTEC LTD"",""Financials"",""Aktien"",""5.595.466,33"",""0,03"",""5.595.466,33"",""750.787,00"",""7,45"",""Südafrika"",""Johannesburg Stock Exchange"",""ZAR"""
"MPHC,""MESAIEED PETROCHEMICAL HOLDING"",""Materialien"",""Aktien"",""5.590.111,96"",""0,03"",""5.590.111,96"",""12.064.966,00"",""0,46"",""Qatar"",""Qatar Exchange"",""QAR"""
"AEFES.E,""ANADOLU EFES BIRACILIK VE MALT SAN"",""Nichtzyklische Konsumgüter"",""Aktien"",""5.577.708,34"",""0,03"",""5.577.708,34"",""644.708,00"",""8,65"",""Türkei"",""Istanbul Stock Exchange"",""TRY"""
"IOICORP,""IOI CORPORATION"",""Nichtzyklische Konsumgüter"",""Aktien"",""5.575.292,80"",""0,03"",""5.575.292,80"",""6.788.100,00"",""0,82"",""Malaysia"",""Bursa Malaysia"",""MYR"""
"600309,""WANHUA CHEMICAL GROUP LTD A"",""Materialien"",""Aktien"",""5.566.544,40"",""0,03"",""5.566.544,40"",""491.200,00"",""11,33"",""China"",""Shanghai Stock Exchange"",""CNY"""
"144,""CHINA MERCHANTS PORT HOLDINGS LTD"",""Industrie"",""Aktien"",""5.553.279,49"",""0,03"",""5.553.279,49"",""3.726.470,00"",""1,49"",""China"",""Hong Kong Exchanges And Clearing Ltd"",""HKD"""
"064350,""HYUNDAI-ROTEM"",""Industrie"",""Aktien"",""5.551.485,07"",""0,03"",""5.551.485,07"",""185.290,00"",""29,96"",""Korea"",""Korea Exchange (Stock Market)"",""KRW"""
"051900,""LG H & H LTD"",""Nichtzyklische Konsumgüter"",""Aktien"",""5.545.002,88"",""0,03"",""5.545.002,88"",""22.452,00"",""246,97"",""Korea"",""Korea Exchange (Stock Market)"",""KRW"""
